9163	doggy bag	犬用のバッグ、残り物を持ち帰るための袋	I always take a doggy bag home from restaurants when I can't finish my meal.	レストランでご飯を食べきれないときは、いつも犬用のバッグを持ち帰ります。	れすとらんでごはんをたべきれないときは、いつもいぬようのばっぐをもちかえります。
9164	dolphin	イルカ	I saw a playful dolphin swimming alongside our boat.	私たちのボートに沿って遊んでいるイルカを見ました。	わたしたちのぼーとにそってあそんでいるいるかをみました。
9165	dome	ドーム、半球形の屋根	The stadium has a huge dome that can hold thousands of fans.	そのスタジアムには何千人ものファンを収容できる巨大なドームがあります。	そのすたじあむにはなんぜんにんものふぁんをしゅうようできるきょだいなどーむがあります。
9166	donut	ドーナツ	I can't resist a warm, sugary donut in the morning.	朝に温かい甘いドーナツには勝てないよ。	あさにあたたかいあまいどーなつにはかてないよ。
9167	Dr.	医者、博士	Dr. Smith is my family doctor and he's really caring.	スミス博士は私のかかりつけの医者で、とても親切です。	すみすはかせはわたしのかかりつけのいしゃで、とてもしんせつです。
9168	drama	ドラマ、劇的な出来事	I love watching drama series on TV after a long day.	長い一日の後、テレビでドラマシリーズを見るのが大好きです。	ながいいちにちのあと、てれびでどらましりーずをみるのがだいすきです。
9169	driftwood	流木、川や海などで漂流している木のこと	I found some beautiful driftwood on the beach during our walk.	散歩中にビーチで美しい流木を見つけました。	さんぽちゅうにびーちでうつくしいりゅうぼくをみつけました。
9170	drill	ドリル、訓練、穴を開けること	We need to drill and practice for the upcoming performance.	私たちは、次のパフォーマンスのために練習が必要です。	わたしたちは、つぎのぱふぉーまんすのためにれんしゅうがひつようです。
9171	drinking fountain	飲水器、水飲み場	I always fill my bottle at the drinking fountain before class.	私は授業の前に飲水器でボトルをいつも満たします。	わたしはじゅぎょうのまえにのみみずきでぼとるをいつもみたします。
9172	driveway	私道、車道	I parked my car in the driveway to make some space on the street.	車道に車を停めて、通りのスペースを空けました。	しゃどうにくるまをとめて、とおりのすぺーすをあけました。
9173	drugstore	薬局、ドラッグストア	I stopped by the drugstore to pick up some medicine.	薬局に寄って、薬をいくつか買ってきました。	やっきょくによって、くすりをいくつかかってきました。
9176	eight	八、8	I have eight apples in my bag.	私のバッグにはりんごが8個あります。	わたしのばっぐにはりんごが8こあります。
9177	eighteen	十八、18歳	I turned eighteen last week, and I'm so excited to finally be a legal adult!	先週18歳になったばかりで、やっと法律上の大人になれて嬉しい！	せんしゅう18さいになったばかりで、やっとほうりつじょうのおとなになれてうれしい!
9178	eighteenth	第十八、18番目の	Today is my eighteenth birthday, and I can't wait to celebrate!	今日は私の18歳の誕生日で、祝うのが楽しみです！	きょうはわたしの18さいのたんじょうびで、いわうのがたのしみです!
9179	eighth	8番目、8つのうちの1つ	She's the eighth person to finish the race.	彼女はレースを終えた8番目の人です。	かのじょはれーすをおえた8ばんめのひとです。
