id	word	definition_en	definition_ja	example_en	example_ja	kana	level	grouping	similar_ids
7684	premonition	a strong feeling that something is about to happen, especially something unpleasant	予感、前兆	She had a premonition that something bad would happen.	彼女は何か悪いことが起こる予感がしていました。	かのじょはなにかわるいことがおこるよかんがしていました。	2	2	6874,7920,8430,7862,6000,4831,5634,2946,10647,1046
7685	bruise	an injury appearing as a purple or dark mark on your skin, caused by a blow or impact	あざ、打撲傷	I got a bruise on my knee when I fell down.	転んで膝にあざができました。	ころんでひざにあざができました。	2	4	5200,3958,1913,12935,922,7664,2781,775,4416,7974
7686	carve up	to divide something into parts, often resulting in a dispute or division	切り分ける、分割する	Father carved up the Thanksgiving turkey.	父は感謝祭の七面鳥を切り分けました。	ちちはかんしゃさいのしちめんちょうをきりわけました。	1	1	1953,11843,2252,4479,1837,7993,2042,67,8626,1072
7687	doldrums	a state or period of inactivity, stagnation, or depression	停滞期、不況	The company is trying to get through the economic doldrums.	企業は経済の停滞期を乗り越えようとしています。	きぎょうはけいざいのていたいきをのりこえようとしています。	2	2	5161,14467,4604,5245,2606,12773,13618,14183,13294,3731
7688	illustrate A with B	to explain or clarify something by giving examples, especially using one thing to demonstrate or support another	AをBで説明する、例示する	He illustrated the lecture with diagrams.	彼は講義を図表で説明しました。	かれはこうぎをずひょうでせつめいしました。	1	1	13133,10311,10481,2760,2113,7758,10974,3827,6695,12472
7689	ostracism	exclusion or banishment from a society or group	排斥、追放	He suffered from ostracism by society.	彼は社会からの排斥に苦しんでいました。	かれはしゃかいからのはいせきにくるしんでいました。	2	2	8259,4683,13220,7298,2870,6810,13682,5556,5338,8604
7690	domicile	a person's permanent home or residence	住居、住所	They moved to their new domicile.	彼らは新しい住居に引っ越しました。	かれらはあたらしいじゅうきょにひっこしました。	2	4	1831,6821,10389,13577,11391,7917,12850,4337,10795,8773
7691	consignment	the act of sending goods to a person or place for sale, or the goods sent	委託、委託品	She sells used clothes on consignment.	彼女は委託販売で古着を売っています。	かのじょはいたくはんばいでふるぎをうっています。	2	4	1212,10392,8537,1063,3217,11309,3829,5900,10419,8372
7692	hemp	a type of plant used to produce fiber, oil, and other products, often associated with making rope and textiles	麻、大麻	Hemp rope is very strong.	麻のロープは非常に丈夫です。	あさのろーぷはひじょうにじょうぶです。	2	4	13401,11675,609,1833,11261,11485,9081,14440,2258,1706
7693	bromide	a phrase or idea that is overused and no longer interesting or effective; also a chemical compound used as a sedative	臭化物、陳腐な言葉	His advice was nothing but bromides.	彼の助言は陳腐な言葉に過ぎませんでした。	かれのじょげんはちんぷなことばにすぎませんでした。	2	2	5241,14494,3253,3302,2449,3036,10030,3979,3131,8345
7694	beef up	to strengthen, increase, or reinforce something	強化する、増強する	The company beefed up its security.	会社はセキュリティを強化しました。	かいしゃはせきゅりてぃをきょうかしました。	1	1	11364,8277,4675,4212,788,10753,1313,3048,14285,7572
7695	reproach A for B	to express disapproval or disappointment in someone for doing something wrong or undesirable	AをBで非難する	The mother reproached her son for being late.	母は息子を遅刻したことで叱りました。	はははむすこをちこくしたことでしかりました。	1	2	4104,14448,6672,7888,12623,3066,5549,11604,10028,8381
7696	bronchitis	inflammation of the bronchial tubes in the lungs, causing coughing and difficulty breathing	気管支炎	He can't stop coughing due to bronchitis.	彼は気管支炎で咳が止まりません。	かれはきかんしえんでせきがとまりません。	2	2	13638,5402,5950,14504,10452,3826,5174,2373,7534,271
7697	osteoporosis	a medical condition in which bones become weak and fragile	骨粗しょう症	Many elderly people suffer from osteoporosis.	高齢者の多くが骨粗しょう症に悩まされています。	こうれいしゃのおおくがこつそしょうしょうになやまされています。	2	2	13809,7715,8508,8411,4134,13182,13230,14150,5174,6977
7698	take a beating	to suffer a severe defeat or criticism; to be beaten badly	打撃を受ける	The stock prices took a beating.	株価は大きな打撃を受けました。	かぶかはおおきなだげきをうけました。	1	2	3107,3248,4830,8496,8427,7414,3572,7949,5977,3601
7699	boon	a thing that is helpful or beneficial; a blessing	恩恵、利点	The internet is a great boon to modern society.	インターネットは現代社会の大きな恩恵です。	いんたーねっとはげんだいしゃかいのおおきなおんけいです。	2	4	13100,10234,12495,6530,10265,7731,2210,281,6890,10312
7700	in one's absence	when someone is not present or not there	不在中に	Did anyone come in my absence?	私の不在中に誰か来ましたか？	わたしのふざいちゅうにだれかきましたか?	1	2	2226,12977,2320,810,9668,2293,13949,13201,11906,10010
7701	confetti	small pieces of paper, often thrown at celebrations	紙吹雪	Confetti was thrown at the wedding.	結婚式で紙吹雪が舞いました。	けっこんしきでかみふぶきがまいました。	2	4	86,4555,4677,7574,3777,5086,4344,13431,3972,5669
7702	articulation	the act of expressing thoughts or feelings clearly and effectively	関節、明確な発音	She speaks English with clear articulation.	彼女は明確な発音で英語を話します。	かのじょはめいかくなはつおんでえいごをはなします。	2	3	6922,1957,8690,9771,720,3288,403,9139,3413,13670
7703	stow	to pack or store safely and neatly	収納する、しまう	I stowed my luggage in the overhead compartment.	荷物を頭上の収納棚に収納しました。	にもつをずじょうのしゅうのうたなにしゅうのうしました。	2	1	14368,4917,10763,12045,1137,8601,2784,12740,8388,11255
7704	debit	an amount of money that is deducted from an account	借方、引き落とし	The bank made a debit from my account.	銀行が私の口座から料金を引き落としました。	ぎんこうがわたしのこうざからりょうきんをひきおとしました。	2	4	10132,6913,3940,14120,8008,1170,10662,14288,5026,1447
7705	split the bill	to divide the total cost of a meal or expense among the people involved	割り勘にする	We split the bill with my friends.	友達と食事代を割り勘にしました。	ともだちとしょくじだいをわりかんにしました。	1	1	11838,3178,7686,2252,3136,9955,7645,1953,7993,11843
7706	slip a's mind	to forget something temporarily	うっかり忘れる	The appointment slipped my mind.	約束をうっかり忘れてしまいました。	やくそくをうっかりわすれてしまいました。	1	1	3746,14200,10861,5859,945,3215,11124,1780,5181,4110
7707	recompense	to pay or reward someone for their services or for any loss or damage caused	報酬、補償	His efforts were recompensed with proper payment.	彼の努力は適切な報酬で報われました。	かれのどりょくはてきせつなほうしゅうでむくわれました。	2	1	2559,6834,6208,6895,6744,1702,2631,9888,7609,686
7708	altercation	a noisy argument or disagreement, often physical	口論、言い争い	There was a heated altercation between the two.	二人の間で激しい口論が起きました。	ふたりのあいだではげしいこうろんがおきました。	2	2	7678,228,6596,7190,7360,8941,14383,7157,8875,5005
7709	chaff	the husks of grain separated during threshing; material of little value; worthless or trivial matter	もみ殻、からかう	The farmer separated the chaff from the wheat.	農夫は小麦からもみ殻を取り除きました。	のうふはこむぎからもみがらをとりのぞきました。	2	2	2537,8692,942,1524,8453,14371,2162,3617,14268,8187
7710	compare A with B	to examine and note the similarities and differences between two things	AをBと比較する	Let's compare this product with others.	この製品を他のものと比較してみましょう。	このせいひんをほかのものとひかくしてみましょう。	1	1	9984,1916,7656,2602,1484,4232,11574,2273,3991,10338
